"","X","Species","decimalLatitude","decimalLongitude","year","month","basisOfRecord","iucnRedListCategory","year_char","elevation","decimalLongitude.1","decimalLatitude.1","optional"
"1818",1818,"Yellow-bellied Marmot",40.424735,-105.756947,2010,"Jun","HUMAN_OBSERVATION","LC","2010",3593,-105.756947,40.424735,TRUE
"1819",1819,"Yellow-bellied Marmot",38.61592,-106.589772,2010,"Jun","HUMAN_OBSERVATION","LC","2010",2967,-106.589772,38.61592,TRUE
"1820",1820,"Yellow-bellied Marmot",38.846712,-105.053422,2010,"Jun","HUMAN_OBSERVATION","LC","2010",4025,-105.053422,38.846712,TRUE
"1821",1821,"Yellow-bellied Marmot",39.478631,-106.73272,2010,"Jul","HUMAN_OBSERVATION","LC","2010",2665,-106.73272,39.478631,TRUE
"1822",1822,"Yellow-bellied Marmot",37.908327,-107.518541,2010,"Jul","HUMAN_OBSERVATION","LC","2010",3978,-107.518541,37.908327,TRUE
"1823",1823,"Yellow-bellied Marmot",37.179581,-106.44398,2010,"Jul","HUMAN_OBSERVATION","LC","2010",2701,-106.44398,37.179581,TRUE
"1824",1824,"Yellow-bellied Marmot",39.099684,-106.942694,2010,"Jul","HUMAN_OBSERVATION","LC","2010",3009,-106.942694,39.099684,TRUE
"1825",1825,"Yellow-bellied Marmot",39.595774,-105.637563,2010,"Aug","HUMAN_OBSERVATION","LC","2010",3946,-105.637563,39.595774,TRUE
"1826",1826,"Yellow-bellied Marmot",40.435931,-105.708698,2010,"Sep","HUMAN_OBSERVATION","LC","2010",3560,-105.708698,40.435931,TRUE
"1827",1827,"Yellow-bellied Marmot",39.171261,-106.490672,2010,"Sep","HUMAN_OBSERVATION","LC","2010",3559,-106.490672,39.171261,TRUE
"1828",1828,"Yellow-bellied Marmot",39.662937,-105.884843,2010,"Sep","HUMAN_OBSERVATION","LC","2010",3645,-105.884843,39.662937,TRUE
"1829",1829,"Yellow-bellied Marmot",39.614919,-105.609427,2009,"Jun","HUMAN_OBSERVATION","LC","2009",3799,-105.609427,39.614919,TRUE
"1830",1830,"Yellow-bellied Marmot",40.424709,-105.805978,2009,"Jun","HUMAN_OBSERVATION","LC","2009",3418,-105.805978,40.424709,TRUE
"1831",1831,"Yellow-bellied Marmot",40.439995,-105.757442,2009,"Jun","HUMAN_OBSERVATION","LC","2009",3554,-105.757442,40.439995,TRUE
"1832",1832,"Yellow-bellied Marmot",38.671494,-106.266421,2009,"Jun","HUMAN_OBSERVATION","LC","2009",3658,-106.266421,38.671494,TRUE
"1833",1833,"Yellow-bellied Marmot",39.594551,-105.645304,2009,"Jul","HUMAN_OBSERVATION","LC","2009",3979,-105.645304,39.594551,TRUE
"1834",1834,"Yellow-bellied Marmot",40.128944,-105.634736,2009,"Jul","HUMAN_OBSERVATION","LC","2009",3360,-105.634736,40.128944,TRUE
"1835",1835,"Yellow-bellied Marmot",40.498868,-105.95953,2009,"Aug","HUMAN_OBSERVATION","LC","2009",2864,-105.95953,40.498868,TRUE
"1836",1836,"Yellow-bellied Marmot",39.588134,-105.643496,2009,"Aug","HUMAN_OBSERVATION","LC","2009",4187,-105.643496,39.588134,TRUE
"1837",1837,"Yellow-bellied Marmot",40.429671,-105.762653,2009,"Aug","HUMAN_OBSERVATION","LC","2009",3626,-105.762653,40.429671,TRUE
"1838",1838,"Yellow-bellied Marmot",40.441262,-105.753619,2009,"Aug","HUMAN_OBSERVATION","LC","2009",3554,-105.753619,40.441262,TRUE
"1839",1839,"Yellow-bellied Marmot",40.447977,-105.751638,2009,"Aug","HUMAN_OBSERVATION","LC","2009",3554,-105.751638,40.447977,TRUE
"1840",1840,"Yellow-bellied Marmot",39.239712,-106.183355,2009,"Aug","HUMAN_OBSERVATION","LC","2009",3985,-106.183355,39.239712,TRUE
"1841",1841,"Yellow-bellied Marmot",39.128274,-106.577183,2009,"Aug","HUMAN_OBSERVATION","LC","2009",3635,-106.577183,39.128274,TRUE
"1842",1842,"Yellow-bellied Marmot",37.778046,-107.846088,2009,"Sep","HUMAN_OBSERVATION","LC","2009",3722,-107.846088,37.778046,TRUE
"1843",1843,"Yellow-bellied Marmot",40.384736,-105.602646,2008,"Apr","HUMAN_OBSERVATION","LC","2008",2706,-105.602646,40.384736,TRUE
"1844",1844,"Yellow-bellied Marmot",37.843575,-107.882422,2008,"Jun","HUMAN_OBSERVATION","LC","2008",2970,-107.882422,37.843575,TRUE
"1845",1845,"Yellow-bellied Marmot",40.436103,-105.759373,2008,"Jun","HUMAN_OBSERVATION","LC","2008",3604,-105.759373,40.436103,TRUE
"1846",1846,"Yellow-bellied Marmot",40.392074,-105.695107,2008,"Jun","HUMAN_OBSERVATION","LC","2008",3489,-105.695107,40.392074,TRUE
"1847",1847,"Yellow-bellied Marmot",39.986958,-105.943176,2008,"Jun","HUMAN_OBSERVATION","LC","2008",2723,-105.943176,39.986958,TRUE
"1848",1848,"Yellow-bellied Marmot",39.387723,-106.098567,2008,"Jul","HUMAN_OBSERVATION","LC","2008",3574,-106.098567,39.387723,TRUE
"1849",1849,"Yellow-bellied Marmot",39.583465,-105.641272,2008,"Jul","HUMAN_OBSERVATION","LC","2008",4158,-105.641272,39.583465,TRUE
"1850",1850,"Yellow-bellied Marmot",38.82693,-105.028698,2008,"Aug","HUMAN_OBSERVATION","LC","2008",3754,-105.028698,38.82693,TRUE
"1851",1851,"Yellow-bellied Marmot",37.6086,-107.617783,2008,"Sep","HUMAN_OBSERVATION","LC","2008",3660,-107.617783,37.6086,TRUE
"1852",1852,"Yellow-bellied Marmot",39.587732,-105.642943,2007,"Jun","HUMAN_OBSERVATION","LC","2007",4187,-105.642943,39.587732,TRUE
"1853",1853,"Yellow-bellied Marmot",40.395839,-105.71395,2007,"Jun","HUMAN_OBSERVATION","LC","2007",3520,-105.71395,40.395839,TRUE
"1854",1854,"Yellow-bellied Marmot",39.191098,-106.817539,2007,"Jul","HUMAN_OBSERVATION","LC","2007",2438,-106.817539,39.191098,TRUE
"1855",1855,"Yellow-bellied Marmot",39.005178,-107.031555,2007,"Jul","HUMAN_OBSERVATION","LC","2007",3176,-107.031555,39.005178,TRUE
"1856",1856,"Yellow-bellied Marmot",39.587444,-105.640871,2007,"Jul","HUMAN_OBSERVATION","LC","2007",4158,-105.640871,39.587444,TRUE
"1857",1857,"Yellow-bellied Marmot",40.265705,-105.592241,2007,"Jul","HUMAN_OBSERVATION","LC","2007",3516,-105.592241,40.265705,TRUE
"1858",1858,"Yellow-bellied Marmot",39.6217,-105.6041,2007,"Aug","PRESERVED_SPECIMEN","LC","2007",3743,-105.6041,39.6217,TRUE
"1859",1859,"Yellow-bellied Marmot",40.395422,-105.68985,2007,"Aug","HUMAN_OBSERVATION","LC","2007",3354,-105.68985,40.395422,TRUE
"1860",1860,"Yellow-bellied Marmot",40.358383,-105.583677,2007,"Aug","HUMAN_OBSERVATION","LC","2007",2511,-105.583677,40.358383,TRUE
"1861",1861,"Yellow-bellied Marmot",39.310802,-105.014648,2007,"Aug","HUMAN_OBSERVATION","LC","2007",2034,-105.014648,39.310802,TRUE
"1862",1862,"Yellow-bellied Marmot",40.356912,-105.718032,2007,"Sep","HUMAN_OBSERVATION","LC","2007",3821,-105.718032,40.356912,TRUE
"1863",1863,"Yellow-bellied Marmot",40.309819,-105.666687,2006,"Jun","HUMAN_OBSERVATION","LC","2006",3342,-105.666687,40.309819,TRUE
"1864",1864,"Yellow-bellied Marmot",40.393681,-105.638737,2006,"Jun","HUMAN_OBSERVATION","LC","2006",2870,-105.638737,40.393681,TRUE
"1865",1865,"Yellow-bellied Marmot",39.588052,-105.643582,2006,"Jun","HUMAN_OBSERVATION","LC","2006",4187,-105.643582,39.588052,TRUE
"1866",1866,"Yellow-bellied Marmot",37.004952,-106.345499,2006,"Jul","HUMAN_OBSERVATION","LC","2006",2980,-106.345499,37.004952,TRUE
"1867",1867,"Yellow-bellied Marmot",38.95893,-106.989676,2006,"Aug","HUMAN_OBSERVATION","LC","2006",2978,-106.989676,38.95893,TRUE
"1868",1868,"Yellow-bellied Marmot",40.364005,-105.579028,2005,"Jul","HUMAN_OBSERVATION","LC","2005",2523,-105.579028,40.364005,TRUE
"1869",1869,"Yellow-bellied Marmot",38.12756,-105.114407,2005,"Sep","HUMAN_OBSERVATION","LC","2005",2556,-105.114407,38.12756,TRUE
"1870",1870,"Yellow-bellied Marmot",40.405986,-105.85301,2005,"Sep","HUMAN_OBSERVATION","LC","2005",2823,-105.85301,40.405986,TRUE
"1871",1871,"Yellow-bellied Marmot",40.386436,-105.658586,2004,"May","HUMAN_OBSERVATION","LC","2004",3088,-105.658586,40.386436,TRUE
"1872",1872,"Yellow-bellied Marmot",40.393384,-105.686109,2004,"Jun","HUMAN_OBSERVATION","LC","2004",3354,-105.686109,40.393384,TRUE
"1873",1873,"Yellow-bellied Marmot",39.589012,-105.639966,2004,"Jun","HUMAN_OBSERVATION","LC","2004",4158,-105.639966,39.589012,TRUE
"1874",1874,"Yellow-bellied Marmot",39.108879,-106.563919,2004,"Jul","HUMAN_OBSERVATION","LC","2004",3743,-106.563919,39.108879,TRUE
"1875",1875,"Yellow-bellied Marmot",39.072211,-107.188938,2003,"Jul","HUMAN_OBSERVATION","LC","2003",2446,-107.188938,39.072211,TRUE
"1876",1876,"Yellow-bellied Marmot",40.401064,-105.766599,2003,"Jul","HUMAN_OBSERVATION","LC","2003",3312,-105.766599,40.401064,TRUE
"1877",1877,"Yellow-bellied Marmot",37.954237,-107.294048,2003,"Aug","HUMAN_OBSERVATION","LC","2003",2825,-107.294048,37.954237,TRUE
"1878",1878,"Yellow-bellied Marmot",37.847477,-108.026892,2003,"Aug","HUMAN_OBSERVATION","LC","2003",3484,-108.026892,37.847477,TRUE
"1879",1879,"Yellow-bellied Marmot",37.934075,-107.78924,2002,"Jun","HUMAN_OBSERVATION","LC","2002",2926,-107.78924,37.934075,TRUE
"1880",1880,"Yellow-bellied Marmot",39.584193,-105.642771,2001,"Jun","HUMAN_OBSERVATION","LC","2001",4187,-105.642771,39.584193,TRUE
"1881",1881,"Yellow-bellied Marmot",38.842778,-105.064444,2001,"Jun","HUMAN_OBSERVATION","LC","2001",3951,-105.064444,38.842778,TRUE
"1882",1882,"Yellow-bellied Marmot",37.543928,-107.764023,2001,"Jul","HUMAN_OBSERVATION","LC","2001",2836,-107.764023,37.543928,TRUE
"1883",1883,"Yellow-bellied Marmot",39.105,-107.048888,1999,"Jul","HUMAN_OBSERVATION","LC","1999",3730,-107.048888,39.105,TRUE
"1884",1884,"Yellow-bellied Marmot",40.962315,-106.933327,1998,"Jul","PRESERVED_SPECIMEN","LC","1998",2617,-106.933327,40.962315,TRUE
"1885",1885,"Yellow-bellied Marmot",40.683331,-105.550003,1998,"Jul","PRESERVED_SPECIMEN","LC","1998",2481,-105.550003,40.683331,TRUE
"1886",1886,"Yellow-bellied Marmot",38.9590825804741,-106.989587277691,1997,"Jun","PRESERVED_SPECIMEN",NA,"1997",2978,-106.989587277691,38.9590825804741,TRUE
"1887",1887,"Yellow-bellied Marmot",38.829295,-106.410188,1997,"Aug","MACHINE_OBSERVATION","LC","1997",3661,-106.410188,38.829295,TRUE
"1888",1888,"Yellow-bellied Marmot",38.840285,-105.043989,1994,"Jul","HUMAN_OBSERVATION","LC","1994",4188,-105.043989,38.840285,TRUE
"1889",1889,"Yellow-bellied Marmot",37.270812,-108.461882,1994,"Jul","PRESERVED_SPECIMEN",NA,"1994",2504,-108.461882,37.270812,TRUE
"1890",1890,"Yellow-bellied Marmot",37.28832,-108.428734,1993,"Aug","PRESERVED_SPECIMEN",NA,"1993",2380,-108.428734,37.28832,TRUE
"1891",1891,"Yellow-bellied Marmot",39.61495,-105.726853,1993,"Sep","PRESERVED_SPECIMEN",NA,"1993",3503,-105.726853,39.61495,TRUE
"1892",1892,"Yellow-bellied Marmot",38.28475,-106.758492,1991,"Jul","PRESERVED_SPECIMEN",NA,"1991",2717,-106.758492,38.28475,TRUE
"1893",1893,"Yellow-bellied Marmot",38.883326,-106.943655,1991,"Aug","PRESERVED_SPECIMEN",NA,"1991",3250,-106.943655,38.883326,TRUE
"1894",1894,"Yellow-bellied Marmot",40.353241,-105.645054,1991,"Aug","HUMAN_OBSERVATION","LC","1991",2688,-105.645054,40.353241,TRUE
"1895",1895,"Yellow-bellied Marmot",38.709448,-106.434158,1990,"Jul","PRESERVED_SPECIMEN",NA,"1990",3678,-106.434158,38.709448,TRUE
"1896",1896,"Yellow-bellied Marmot",37.288338,-108.428295,1989,"Aug","PRESERVED_SPECIMEN",NA,"1989",2380,-108.428295,37.288338,TRUE
"1897",1897,"Yellow-bellied Marmot",40.002359,-105.457346,1988,"Aug","PRESERVED_SPECIMEN",NA,"1988",2479,-105.457346,40.002359,TRUE
"1898",1898,"Yellow-bellied Marmot",38.958977,-106.988637,1988,"Aug","HUMAN_OBSERVATION","LC","1988",2978,-106.988637,38.958977,TRUE
"1899",1899,"Yellow-bellied Marmot",37.90725,-107.38316,1987,"Jul","HUMAN_OBSERVATION","LC","1987",3026,-107.38316,37.90725,TRUE
"1900",1900,"Yellow-bellied Marmot",40.263194,-105.616888,1986,"Aug","HUMAN_OBSERVATION","LC","1986",3937,-105.616888,40.263194,TRUE
"1901",1901,"Yellow-bellied Marmot",38.77982,-106.9878,1985,"Jun","PRESERVED_SPECIMEN",NA,"1985",3037,-106.9878,38.77982,TRUE
"1902",1902,"Yellow-bellied Marmot",38.959,-106.9889,1985,"Jul","PRESERVED_SPECIMEN",NA,"1985",2978,-106.9889,38.959,TRUE
"1903",1903,"Yellow-bellied Marmot",40.500755,-107.545898,1985,"Aug","PRESERVED_SPECIMEN",NA,"1985",1886,-107.545898,40.500755,TRUE
"1904",1904,"Yellow-bellied Marmot",38.422558,-107.529968,1985,"Aug","PRESERVED_SPECIMEN",NA,"1985",2191,-107.529968,38.422558,TRUE
"1905",1905,"Yellow-bellied Marmot",38.9592,-106.9898,1984,"Aug","PRESERVED_SPECIMEN",NA,"1984",2978,-106.9898,38.9592,TRUE
"1906",1906,"Yellow-bellied Marmot",38.08316,-107.668327,1984,"Sep","PRESERVED_SPECIMEN",NA,"1984",2864,-107.668327,38.08316,TRUE
"1907",1907,"Yellow-bellied Marmot",39.473501,-107.141355,1983,"Apr","PRESERVED_SPECIMEN",NA,"1983",2184,-107.141355,39.473501,TRUE
"1908",1908,"Yellow-bellied Marmot",40.037472,-107.932061,1980,"Jun","PRESERVED_SPECIMEN",NA,"1980",1949,-107.932061,40.037472,TRUE
"1909",1909,"Yellow-bellied Marmot",40.005214,-108.190636,1980,"Jun","PRESERVED_SPECIMEN",NA,"1980",1906,-108.190636,40.005214,TRUE
"1910",1910,"Yellow-bellied Marmot",40.2177,-106.77406,1978,"May","PRESERVED_SPECIMEN","LC","1978",2563,-106.77406,40.2177,TRUE
"1911",1911,"Yellow-bellied Marmot",37.79363,-107.666394,1978,"Jun","HUMAN_OBSERVATION","LC","1978",2998,-107.666394,37.79363,TRUE
"1912",1912,"Yellow-bellied Marmot",38.8012490238032,-106.881605965476,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2618,-106.881605965476,38.8012490238032,TRUE
"1913",1913,"Yellow-bellied Marmot",38.8155987771813,-106.879306036489,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2656,-106.879306036489,38.8155987771813,TRUE
"1914",1914,"Yellow-bellied Marmot",38.8186157725984,-106.870424829452,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2735,-106.870424829452,38.8186157725984,TRUE
"1915",1915,"Yellow-bellied Marmot",38.820468767282,-106.865415714059,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2766,-106.865415714059,38.820468767282,TRUE
"1916",1916,"Yellow-bellied Marmot",38.8342945977937,-106.851169464404,1977,"May","PRESERVED_SPECIMEN",NA,"1977",3222,-106.851169464404,38.8342945977937,TRUE
"1917",1917,"Yellow-bellied Marmot",38.8271357702027,-106.843473195165,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2801,-106.843473195165,38.8271357702027,TRUE
"1918",1918,"Yellow-bellied Marmot",38.8360247113034,-106.825407799044,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2903,-106.825407799044,38.8360247113034,TRUE
"1919",1919,"Yellow-bellied Marmot",38.8672786505166,-106.913952428024,1977,"May","PRESERVED_SPECIMEN",NA,"1977",2838,-106.913952428024,38.8672786505166,TRUE
"1920",1920,"Yellow-bellied Marmot",38.92769,-106.85799,1977,"May","PRESERVED_SPECIMEN",NA,"1977",3067,-106.85799,38.92769,TRUE
"1921",1921,"Yellow-bellied Marmot",39.03453,-106.9878,1977,"Jun","PRESERVED_SPECIMEN",NA,"1977",3598,-106.9878,39.03453,TRUE
"1922",1922,"Yellow-bellied Marmot",38.8609,-106.9721,1977,"Jun","PRESERVED_SPECIMEN",NA,"1977",2707,-106.9721,38.8609,TRUE
"1923",1923,"Yellow-bellied Marmot",39.03453,-106.87468,1977,"Jul","PRESERVED_SPECIMEN",NA,"1977",3609,-106.87468,39.03453,TRUE
"1924",1924,"Yellow-bellied Marmot",40.384679,-106.687814,1977,"Aug","PRESERVED_SPECIMEN",NA,"1977",2894,-106.687814,40.384679,TRUE
"1925",1925,"Yellow-bellied Marmot",38.8515808245899,-106.933189791901,1976,"Jul","PRESERVED_SPECIMEN",NA,"1976",2726,-106.933189791901,38.8515808245899,TRUE
"1926",1926,"Yellow-bellied Marmot",40.256264,-107.792016,1975,"Apr","PRESERVED_SPECIMEN",NA,"1975",2168,-107.792016,40.256264,TRUE
"1927",1927,"Yellow-bellied Marmot",39.607176,-107.801934,1975,"Jun","PRESERVED_SPECIMEN",NA,"1975",1787,-107.801934,39.607176,TRUE
"1928",1928,"Yellow-bellied Marmot",39.862802,-108.329608,1975,"Jun","PRESERVED_SPECIMEN",NA,"1975",1979,-108.329608,39.862802,TRUE
"1929",1929,"Yellow-bellied Marmot",37.857183,-107.571432,1975,"Jul","PRESERVED_SPECIMEN",NA,"1975",3050,-107.571432,37.857183,TRUE
"1930",1930,"Yellow-bellied Marmot",37.787259,-107.67255,1975,"Jul","PRESERVED_SPECIMEN",NA,"1975",2959,-107.67255,37.787259,TRUE
"1931",1931,"Yellow-bellied Marmot",37.275553,-107.880067,1974,"Jan","PRESERVED_SPECIMEN","LC","1974",1998,-107.880067,37.275553,TRUE
"1932",1932,"Yellow-bellied Marmot",40.001233,-107.950991,1974,"Jun","PRESERVED_SPECIMEN",NA,"1974",2097,-107.950991,40.001233,TRUE
"1933",1933,"Yellow-bellied Marmot",38.835815,-107.904999,1971,"Jul","PRESERVED_SPECIMEN","LC","1971",1765,-107.904999,38.835815,TRUE
"1934",1934,"Yellow-bellied Marmot",40.443135,-105.743843,1971,"Aug","HUMAN_OBSERVATION","LC","1971",3535,-105.743843,40.443135,TRUE
"1935",1935,"Yellow-bellied Marmot",39.00017,-106.9878,1970,"Jun","PRESERVED_SPECIMEN",NA,"1970",3425,-106.9878,39.00017,TRUE
"1936",1936,"Yellow-bellied Marmot",38.98568,-106.9878,1970,"Jun","PRESERVED_SPECIMEN",NA,"1970",3389,-106.9878,38.98568,TRUE
"1937",1937,"Yellow-bellied Marmot",38.9583,-106.9909,1970,"Jun","PRESERVED_SPECIMEN",NA,"1970",2897,-106.9909,38.9583,TRUE
"1938",1938,"Yellow-bellied Marmot",39.08715,-106.9878,1970,"Jul","PRESERVED_SPECIMEN",NA,"1970",3735,-106.9878,39.08715,TRUE
"1939",1939,"Yellow-bellied Marmot",37.35194,-106.313984,1970,"Aug","PRESERVED_SPECIMEN",NA,"1970",2873,-106.313984,37.35194,TRUE
"1940",1940,"Yellow-bellied Marmot",40.64686,-107.3721,1969,"Apr","PRESERVED_SPECIMEN","LC","1969",2090,-107.3721,40.64686,TRUE
"1941",1941,"Yellow-bellied Marmot",40.55539,-105.98871,1968,"Jun","PRESERVED_SPECIMEN",NA,"1968",2748,-105.98871,40.55539,TRUE
"1942",1942,"Yellow-bellied Marmot",37.300655,-106.59671,1967,"Jul","PRESERVED_SPECIMEN","LC","1967",3157,-106.59671,37.300655,TRUE
"1943",1943,"Yellow-bellied Marmot",39.11755,-106.46388,1966,"Aug","PRESERVED_SPECIMEN",NA,"1966",3589,-106.46388,39.11755,TRUE
"1944",1944,"Yellow-bellied Marmot",38.949925795574,-106.980409949938,1966,"Aug","PRESERVED_SPECIMEN",NA,"1966",2877,-106.980409949938,38.949925795574,TRUE
"1945",1945,"Yellow-bellied Marmot",38.9,-106.9833,1965,"Aug","PRESERVED_SPECIMEN",NA,"1965",2832,-106.9833,38.9,TRUE
"1946",1946,"Yellow-bellied Marmot",39.250794,-106.385536,1964,"Jul","PRESERVED_SPECIMEN","LC","1964",3129,-106.385536,39.250794,TRUE
"1947",1947,"Yellow-bellied Marmot",39.3532251219796,-106.202998004575,1964,"Aug","PRESERVED_SPECIMEN","LC","1964",3393,-106.202998004575,39.3532251219796,TRUE
"1948",1948,"Yellow-bellied Marmot",40.6519716599047,-105.1144576277,1963,"May","PRESERVED_SPECIMEN",NA,"1963",1549,-105.1144576277,40.6519716599047,TRUE
"1949",1949,"Yellow-bellied Marmot",37.4818847892239,-106.835108981901,1963,"Jul","PRESERVED_SPECIMEN",NA,"1963",3150,-106.835108981901,37.4818847892239,TRUE
"1950",1950,"Yellow-bellied Marmot",40.5576731861579,-105.815405843029,1963,"Aug","PRESERVED_SPECIMEN",NA,"1963",3111,-105.815405843029,40.5576731861579,TRUE
"1951",1951,"Yellow-bellied Marmot",39.9929656911297,-105.65011405222,1962,"Jul","PRESERVED_SPECIMEN",NA,"1962",3370,-105.65011405222,39.9929656911297,TRUE
"1952",1952,"Yellow-bellied Marmot",38.478813230566,-107.188743103392,1961,"Jun","PRESERVED_SPECIMEN",NA,"1961",2301,-107.188743103392,38.478813230566,TRUE
"1953",1953,"Yellow-bellied Marmot",38.4958233591507,-107.286382824226,1961,"Jul","PRESERVED_SPECIMEN",NA,"1961",2367,-107.286382824226,38.4958233591507,TRUE
"1954",1954,"Yellow-bellied Marmot",37.414658243179,-107.184848488889,1960,"Jun","PRESERVED_SPECIMEN",NA,"1960",2356,-107.184848488889,37.414658243179,TRUE
"1955",1955,"Yellow-bellied Marmot",37.4404097495205,-107.177810531192,1959,"Jun","PRESERVED_SPECIMEN","LC","1959",2380,-107.177810531192,37.4404097495205,TRUE
"1956",1956,"Yellow-bellied Marmot",38.5190947916626,-106.776780628812,1959,"Jun","PRESERVED_SPECIMEN",NA,"1959",2397,-106.776780628812,38.5190947916626,TRUE
"1957",1957,"Yellow-bellied Marmot",39.8121390160715,-105.751240109347,1958,"Sep","PRESERVED_SPECIMEN",NA,"1958",3462,-105.751240109347,39.8121390160715,TRUE
"1958",1958,"Yellow-bellied Marmot",40.3383,-105.6905,1957,"Jul","PRESERVED_SPECIMEN",NA,"1957",3148,-105.6905,40.3383,TRUE
"1959",1959,"Yellow-bellied Marmot",39.0825,-107.91926,1957,"Aug","PRESERVED_SPECIMEN","LC","1957",3147,-107.91926,39.0825,TRUE
"1960",1960,"Yellow-bellied Marmot",39.83396,-107.55358,1957,"Aug","PRESERVED_SPECIMEN","LC","1957",3024,-107.55358,39.83396,TRUE
"1961",1961,"Yellow-bellied Marmot",39.0725,-108.22135,1956,"Jun","PRESERVED_SPECIMEN",NA,"1956",3042,-108.22135,39.0725,TRUE
"1962",1962,"Yellow-bellied Marmot",37.461544269086,-106.823949515416,1955,"Jun","PRESERVED_SPECIMEN",NA,"1955",3455,-106.823949515416,37.461544269086,TRUE
"1963",1963,"Yellow-bellied Marmot",37.4829921660411,-106.762348096808,1955,"Jun","PRESERVED_SPECIMEN",NA,"1955",3071,-106.762348096808,37.4829921660411,TRUE
"1964",1964,"Yellow-bellied Marmot",37.4860482962652,-106.544043433277,1955,"Jun","PRESERVED_SPECIMEN",NA,"1955",3411,-106.544043433277,37.4860482962652,TRUE
"1965",1965,"Yellow-bellied Marmot",37.40929200143,-106.886957702906,1955,"Jun","PRESERVED_SPECIMEN",NA,"1955",2671,-106.886957702906,37.40929200143,TRUE
"1966",1966,"Yellow-bellied Marmot",39.0401856149091,-107.949617378642,1954,"Jun","PRESERVED_SPECIMEN",NA,"1954",3097,-107.949617378642,39.0401856149091,TRUE
"1967",1967,"Yellow-bellied Marmot",39.0292826954318,-108.139343263451,1954,"Jun","PRESERVED_SPECIMEN",NA,"1954",3150,-108.139343263451,39.0292826954318,TRUE
"1968",1968,"Yellow-bellied Marmot",39.11004,-107.90528,1954,"Jun","PRESERVED_SPECIMEN",NA,"1954",2921,-107.90528,39.11004,TRUE
"1969",1969,"Yellow-bellied Marmot",38.8697,-106.9878,1953,"Jul","PRESERVED_SPECIMEN",NA,"1953",2719,-106.9878,38.8697,TRUE
"1970",1970,"Yellow-bellied Marmot",40.29024,-105.5217,1953,"Sep","PRESERVED_SPECIMEN",NA,"1953",3313,-105.5217,40.29024,TRUE
"1971",1971,"Yellow-bellied Marmot",39.00269013852,-107.107159793979,1952,"Jul","PRESERVED_SPECIMEN","LC","1952",3545,-107.107159793979,39.00269013852,TRUE
"1972",1972,"Yellow-bellied Marmot",36.993520865277,-106.500261118866,1952,"Aug","PRESERVED_SPECIMEN",NA,"1952",2948,-106.500261118866,36.993520865277,TRUE
"1973",1973,"Yellow-bellied Marmot",37.48671,-106.76183,1951,"Jun","PRESERVED_SPECIMEN",NA,"1951",2982,-106.76183,37.48671,TRUE
"1974",1974,"Yellow-bellied Marmot",37.0172787698263,-106.423596327974,1951,"Jun","PRESERVED_SPECIMEN",NA,"1951",3096,-106.423596327974,37.0172787698263,TRUE
"1975",1975,"Yellow-bellied Marmot",38.959352638483,-106.978480986334,1951,"Jul","PRESERVED_SPECIMEN",NA,"1951",3100,-106.978480986334,38.959352638483,TRUE
"1976",1976,"Yellow-bellied Marmot",38.8696341924741,-106.987631397543,1949,"Jul","PRESERVED_SPECIMEN",NA,"1949",2719,-106.987631397543,38.8696341924741,TRUE
"1977",1977,"Yellow-bellied Marmot",39.28389,-106.13693,1948,"Jul","PRESERVED_SPECIMEN",NA,"1948",3561,-106.13693,39.28389,TRUE
"1978",1978,"Yellow-bellied Marmot",39.08278,-106.586255,1948,"Jul","PRESERVED_SPECIMEN",NA,"1948",3685,-106.586255,39.08278,TRUE
"1979",1979,"Yellow-bellied Marmot",39.543773,-106.136709,1948,"Jul","PRESERVED_SPECIMEN",NA,"1948",2916,-106.136709,39.543773,TRUE
"1980",1980,"Yellow-bellied Marmot",40.74638,-107.5501,1948,"Sep","PRESERVED_SPECIMEN",NA,"1948",2020,-107.5501,40.74638,TRUE
"1981",1981,"Yellow-bellied Marmot",39.812606,-108.205276,1947,"Jun","PRESERVED_SPECIMEN",NA,"1947",2048,-108.205276,39.812606,TRUE
"1982",1982,"Yellow-bellied Marmot",39.6301863711855,-106.043173278029,1947,"Jun","PRESERVED_SPECIMEN","LC","1947",2773,-106.043173278029,39.6301863711855,TRUE
"1983",1983,"Yellow-bellied Marmot",39.6298431694348,-106.080664280684,1947,"Jun","PRESERVED_SPECIMEN",NA,"1947",2711,-106.080664280684,39.6298431694348,TRUE
"1984",1984,"Yellow-bellied Marmot",39.293334,-106.949028,1947,"Jul","PRESERVED_SPECIMEN",NA,"1947",2299,-106.949028,39.293334,TRUE
"1985",1985,"Yellow-bellied Marmot",40.76058,-106.46458,1947,"Jul","PRESERVED_SPECIMEN",NA,"1947",2463,-106.46458,40.76058,TRUE
"1986",1986,"Yellow-bellied Marmot",38.9688,-106.966,1947,"Jul","PRESERVED_SPECIMEN",NA,"1947",3170,-106.966,38.9688,TRUE
"1987",1987,"Yellow-bellied Marmot",39.361655,-106.062519,1947,"Aug","PRESERVED_SPECIMEN",NA,"1947",3513,-106.062519,39.361655,TRUE
